equipo,puntos_trys_concedidos,posesion_pelota,ocupacion_sobre_terreno_rival,posesion_sobre_terreno_propio,posesion_sobre_terreno_rival,posesion_sobre22m_rival,scrum_obtenidos,scrum_perdidos,scrum_ganados,scrum_reiniciados,lineouts_obtenidos,lineouts_ganados,lineouts_ganados_rival,knock_on,penales_anotados,penales_cometidos,tackles_exitoso,tackle_defensivo_exitoso,tackle_fallido,free_kick,balones_pasados,Resultado,Oponente,fecha,temporada,equipo_sede,condicion,resultado_partido,Maison,Ville,Departement,temperatura,lluvia_1h,viento_velocidad,humedad,estacion_calidad
Montpellier Hérault Rugby,2,0.54,0.46,0.42,0.53,0.46,0,0,0,0,15,14,3,3,3,15,113,13,11,33,100, 23,Aviron Bayonnais,2025-09-13 16:35:00,2025-2026,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,17.2,0.0,1.1,84.0,GER
USA Perpignan,1,0.31,0.33,0.26,0.67,0.35,7,3,4,0,11,7,1,10,2,18,181,5,29,11,79, 13,Stade Toulousain,2025-09-13 16:35:00,2025-2026,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,21.0,0.0,1.3,71.0,MURET-LHERM
ASM Clermont,2,0.52,0.34,0.4,0.65,0.34,12,2,8,2,12,8,2,1,2,15,86,3,14,27,99, 16,Stade Rochelais,2025-09-13 16:35:00,2025-2026,Stade Rochelais,Visitante,Perdedor,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,19.5,0.0,4.3,68.0,NUAILLE SUR BOUTONNE
Section Paloise,4,0.57,0.6,0.75,0.4,0.59,9,3,6,0,17,14,1,6,2,9,101,15,4,32,127,34 ,Stade Français Paris,2025-09-13 16:35:00,2025-2026,Section Paloise,Local,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,17.2,0.0,1.1,84.0,GER
Stade Rochelais,4,0.48,0.66,0.6,0.35,0.66,4,1,3,0,18,12,1,8,2,8,104,7,10,24,133,34 ,ASM Clermont,2025-09-13 16:35:00,2025-2026,Stade Rochelais,Local,Ganador,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,19.5,0.0,4.3,68.0,NUAILLE SUR BOUTONNE
Aviron Bayonnais,2,0.46,0.54,0.58,0.47,0.54,11,1,7,3,10,7,1,2,4,9,90,7,20,28,119,26 ,Montpellier Hérault Rugby,2025-09-13 16:35:00,2025-2026,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,17.2,0.0,1.1,84.0,GER
Stade Français Paris,1,0.43,0.4,0.25,0.6,0.41,8,2,3,3,13,11,2,6,1,12,143,8,19,27,76, 10,Section Paloise,2025-09-13 16:35:00,2025-2026,Section Paloise,Visitante,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,17.2,0.0,1.1,84.0,GER
RC Toulon,1,0.43,0.39,0.42,0.61,0.39,11,0,10,1,11,9,1,5,2,10,148,5,19,41,84,16 ,Castres Olympique,2025-09-13 21:00:00,2025-2026,RC Toulon,Local,Ganador,Stade Mayol,Toulon,Var,15.9,0.0,0.6,97.0,LE CASTELLET-AERO
Castres Olympique,0,0.57,0.61,0.58,0.39,0.61,7,1,4,2,19,17,2,15,4,4,78,7,19,34,123, 12,RC Toulon,2025-09-13 21:00:00,2025-2026,RC Toulon,Visitante,Perdedor,Stade Mayol,Toulon,Var,15.9,0.0,0.6,97.0,LE CASTELLET-AERO
Racing 92,5,0.4,0.48,0.35,0.5,0.5,9,3,6,0,11,6,2,3,3,14,165,19,30,23,73,44 ,Union Bordeaux-Bègles,2025-09-14 21:05:00,2025-2026,Racing 92,Local,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,21.0,0.0,5.3,83.0,LONGCHAMP (Proxy via Stade Français)
Union Bordeaux-Bègles,5,0.6,0.52,0.65,0.5,0.5,8,1,7,0,13,11,3,10,1,11,90,6,17,17,177, 32,Racing 92,2025-09-14 21:05:00,2025-2026,Racing 92,Visitante,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,21.0,0.0,5.3,83.0,LONGCHAMP (Proxy via Stade Français)
ASM Clermont,7,0.62,0.52,0.71,0.47,0.54,11,3,5,3,16,15,2,3,1,8,83,2,17,29,138,50 ,Section Paloise,2025-09-20 14:30:00,2025-2026,ASM Clermont,Local,Ganador,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,22.0,0.0,3.6,57.0,SUPERBESSE
Section Paloise,3,0.38,0.48,0.29,0.53,0.46,3,1,2,0,13,9,1,8,2,13,122,4,23,27,99, 27,ASM Clermont,2025-09-20 14:30:00,2025-2026,ASM Clermont,Visitante,Perdedor,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,22.0,0.0,3.6,57.0,SUPERBESSE
Aviron Bayonnais,2,0.54,0.57,0.43,0.43,0.55,2,0,1,1,22,13,0,14,1,7,106,11,18,20,158, 17,Castres Olympique,2025-09-20 18:30:00,2025-2026,Castres Olympique,Visitante,Perdedor,Stade Pierre-Fabre,Castres,Tarn,20.6,0.0,4.2,67.0,MONTREDON-LABESSONNIE
Stade Français Paris,4,0.49,0.52,0.55,0.48,0.52,5,2,2,1,14,12,3,7,3,7,106,16,23,31,98, 37,LOU Rugby,2025-09-20 18:30:00,2025-2026,LOU Rugby,Visitante,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,24.8,0.0,4.1,46.0,BRINDAS
USA Perpignan,2,0.6,0.65,0.55,0.34,0.62,5,3,2,0,21,16,0,5,1,14,69,3,6,14,161,15 ,Racing 92,2025-09-20 18:30:00,2025-2026,USA Perpignan,Local,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,21.6,0.0,1.3,79.0,SERRALONGUE
Union Bordeaux-Bègles,11,0.46,0.45,0.42,0.55,0.46,5,1,4,1,16,11,1,3,0,13,109,6,13,22,155,71 ,US Montauban,2025-09-20 18:30:00,2025-2026,Union Bordeaux-Bègles,Local,Ganador,Stade Chaban-Delmas,Bordeaux,Gironde,20.8,0.0,2.9,74.0,ST SULPICE DE POMMIERS
Castres Olympique,7,0.46,0.43,0.57,0.57,0.45,9,3,5,1,7,5,4,3,1,16,141,13,28,31,103,48 ,Aviron Bayonnais,2025-09-20 18:30:00,2025-2026,Castres Olympique,Local,Ganador,Stade Pierre-Fabre,Castres,Tarn,20.6,0.0,4.2,67.0,MONTREDON-LABESSONNIE
LOU Rugby,6,0.51,0.48,0.45,0.52,0.48,9,2,7,0,18,13,1,6,0,10,97,7,14,30,100,42 ,Stade Français Paris,2025-09-20 18:30:00,2025-2026,LOU Rugby,Local,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,24.8,0.0,4.1,46.0,BRINDAS
US Montauban,3,0.54,0.55,0.58,0.45,0.54,2,0,2,0,14,11,4,4,1,7,88,1,33,22,120, 24,Union Bordeaux-Bègles,2025-09-20 18:30:00,2025-2026,Union Bordeaux-Bègles,Visitante,Perdedor,Stade Chaban-Delmas,Bordeaux,Gironde,20.8,0.0,2.9,74.0,ST SULPICE DE POMMIERS
Racing 92,3,0.4,0.35,0.45,0.66,0.38,7,0,7,0,13,7,1,6,3,13,151,8,23,24,61, 28,USA Perpignan,2025-09-20 18:30:00,2025-2026,USA Perpignan,Visitante,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,21.6,0.0,1.3,79.0,SERRALONGUE
Montpellier Hérault Rugby,5,0.45,0.52,0.51,0.47,0.52,8,3,3,2,15,14,2,9,3,14,133,9,16,26,66,44 ,Stade Toulousain,2025-09-20 21:00:00,2025-2026,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,21.9,0.0,0.9,88.0,PEZENAS-TOURBES
Stade Toulousain,2,0.55,0.48,0.49,0.53,0.48,8,5,2,1,15,11,0,5,0,14,79,3,18,24,151, 14,Montpellier Hérault Rugby,2025-09-20 21:00:00,2025-2026,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,21.9,0.0,0.9,88.0,PEZENAS-TOURBES
Stade Français Paris,3,0.48,0.45,0.46,0.56,0.46,10,1,8,1,15,13,1,6,3,12,126,16,18,24,103,28 ,Union Bordeaux-Bègles,2025-09-27 14:30:00,2025-2026,Stade Français Paris,Local,Ganador,Stade Jean-Bouin,Paris,Paris,15.6,0.0,1.5,70.0,LONGCHAMP
Union Bordeaux-Bègles,1,0.52,0.55,0.54,0.44,0.54,11,2,7,2,14,12,1,6,0,17,96,6,17,20,124, 7,Stade Français Paris,2025-09-27 14:30:00,2025-2026,Stade Français Paris,Visitante,Perdedor,Stade Jean-Bouin,Paris,Paris,15.6,0.0,1.5,70.0,LONGCHAMP
US Montauban,1,0.4,0.49,0.47,0.51,0.5,11,3,6,2,12,11,1,3,5,10,119,6,10,31,91,22 ,Montpellier Hérault Rugby,2025-09-27 16:35:00,2025-2026,US Montauban,Local,Empate,Stade Sapiac,Montauban,Tarn-et-Garonne,19.9,0.0,2.0,48.0,CASTELSARRASIN
Section Paloise,4,0.55,0.61,0.72,0.38,0.59,5,2,2,1,15,13,2,4,4,13,148,3,15,23,148,40 ,LOU Rugby,2025-09-27 16:35:00,2025-2026,Section Paloise,Local,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,20.2,0.0,1.7,46.0,GER
Montpellier Hérault Rugby,3,0.6,0.51,0.53,0.49,0.5,7,2,4,1,15,12,1,6,1,12,83,5,6,37,150, 22,US Montauban,2025-09-27 16:35:00,2025-2026,US Montauban,Visitante,Empate,Stade Sapiac,Montauban,Tarn-et-Garonne,19.9,0.0,2.0,48.0,CASTELSARRASIN
LOU Rugby,0,0.45,0.39,0.28,0.62,0.41,5,0,3,2,10,6,1,0,5,10,154,4,27,31,126, 15,Section Paloise,2025-09-27 16:35:00,2025-2026,Section Paloise,Visitante,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,20.2,0.0,1.7,46.0,GER
Stade Rochelais,4,0.64,0.68,0.64,0.32,0.69,5,0,5,0,18,16,2,7,1,9,77,9,15,25,233,31 ,USA Perpignan,2025-09-27 16:35:00,2025-2026,Stade Rochelais,Local,Ganador,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,18.0,0.0,1.2,60.0,NUAILLE SUR BOUTONNE
ASM Clermont,4,0.54,0.49,0.41,0.51,0.48,3,0,3,0,18,14,1,3,1,9,69,2,23,27,136, 31,Racing 92,2025-09-27 16:35:00,2025-2026,Racing 92,Visitante,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,15.0,0.0,1.6,72.0,LONGCHAMP (Proxy via Stade Français)
Racing 92,6,0.46,0.51,0.59,0.49,0.52,6,2,3,1,18,16,2,4,1,15,91,3,31,32,110,43 ,ASM Clermont,2025-09-27 16:35:00,2025-2026,Racing 92,Local,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,15.0,0.0,1.6,72.0,LONGCHAMP (Proxy via Stade Français)
USA Perpignan,1,0.36,0.32,0.36,0.68,0.31,8,2,6,0,16,12,1,6,1,15,148,19,28,18,92, 8,Stade Rochelais,2025-09-27 16:35:00,2025-2026,Stade Rochelais,Visitante,Perdedor,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,18.0,0.0,1.2,60.0,NUAILLE SUR BOUTONNE
Stade Toulousain,9,0.65,0.58,0.86,0.42,0.58,7,1,4,2,19,16,0,3,0,10,81,7,6,19,158,59 ,Castres Olympique,2025-09-27 21:00:00,2025-2026,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,13.8,0.0,2.4,76.0,MURET-LHERM
Castres Olympique,0,0.35,0.42,0.14,0.58,0.42,9,5,3,1,9,7,2,3,4,22,150,8,42,17,67, 12,Stade Toulousain,2025-09-27 21:00:00,2025-2026,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,13.8,0.0,2.4,76.0,MURET-LHERM
Aviron Bayonnais,2,0.54,0.54,0.39,0.46,0.53,3,0,3,0,20,16,1,5,6,8,118,19,16,28,131,35 ,RC Toulon,2025-09-28 21:05:00,2025-2026,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,11.5,0.0,1.6,95.0,GER
RC Toulon,4,0.46,0.46,0.61,0.54,0.47,7,1,6,0,12,8,2,5,2,13,126,9,17,24,99, 32,Aviron Bayonnais,2025-09-28 21:05:00,2025-2026,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,11.5,0.0,1.6,95.0,GER
Montpellier Hérault Rugby,4,0.49,0.52,0.47,0.48,0.51,9,1,8,0,12,7,0,3,3,11,121,5,24,25,105,37 ,Stade Rochelais,2025-10-04 14:30:00,2025-2026,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,28.1,0.0,6.6,49.0,PEZENAS-TOURBES
Stade Rochelais,1,0.51,0.48,0.53,0.52,0.49,4,2,2,0,15,13,3,11,2,11,106,18,21,18,165, 13,Montpellier Hérault Rugby,2025-10-04 14:30:00,2025-2026,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,28.1,0.0,6.6,49.0,PEZENAS-TOURBES
Racing 92,1,0.43,0.39,0.29,0.62,0.38,14,4,10,0,17,13,4,5,3,9,175,17,17,32,76, 16,Castres Olympique,2025-10-04 16:35:00,2025-2026,Castres Olympique,Visitante,Perdedor,Stade Pierre-Fabre,Castres,Tarn,12.9,2.2,4.7,96.0,MONTREDON-LABESSONNIE
ASM Clermont,12,0.58,0.58,0.6,0.42,0.54,5,1,4,0,13,12,0,1,0,11,100,8,18,23,161,84 ,US Montauban,2025-10-04 16:35:00,2025-2026,ASM Clermont,Local,Ganador,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,6.7,0.0,9.2,96.0,SUPERBESSE
Castres Olympique,2,0.57,0.61,0.71,0.38,0.62,5,1,4,0,13,8,2,13,2,11,100,7,15,29,151,20 ,Racing 92,2025-10-04 16:35:00,2025-2026,Castres Olympique,Local,Ganador,Stade Pierre-Fabre,Castres,Tarn,12.9,2.2,4.7,96.0,MONTREDON-LABESSONNIE
US Montauban,4,0.42,0.42,0.4,0.58,0.46,5,1,4,0,17,15,1,2,1,12,156,10,43,15,126, 31,ASM Clermont,2025-10-04 16:35:00,2025-2026,ASM Clermont,Visitante,Perdedor,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,6.7,0.0,9.2,96.0,SUPERBESSE
USA Perpignan,1,0.49,0.39,0.4,0.61,0.4,10,2,7,1,14,6,0,10,2,14,101,4,17,18,102,11 ,Stade Français Paris,2025-10-04 16:35:00,2025-2026,USA Perpignan,Local,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,19.2,0.0,1.2,78.0,SERRALONGUE
Section Paloise,2,0.52,0.57,0.6,0.42,0.55,5,0,5,0,20,17,2,11,1,11,110,9,17,21,135, 17,RC Toulon,2025-10-04 16:35:00,2025-2026,RC Toulon,Visitante,Perdedor,Stade Mayol,Toulon,Var,18.5,0.0,4.4,79.0,LE CASTELLET-AERO
Stade Français Paris,4,0.51,0.61,0.6,0.39,0.6,14,1,11,2,12,11,2,11,0,9,94,6,16,23,115, 28,USA Perpignan,2025-10-04 16:35:00,2025-2026,USA Perpignan,Visitante,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,19.2,0.0,1.2,78.0,SERRALONGUE
RC Toulon,5,0.48,0.43,0.4,0.58,0.45,12,2,10,0,11,8,3,5,0,11,138,13,24,20,147,33 ,Section Paloise,2025-10-04 16:35:00,2025-2026,RC Toulon,Local,Ganador,Stade Mayol,Toulon,Var,18.5,0.0,4.4,79.0,LE CASTELLET-AERO
Union Bordeaux-Bègles,5,0.6,0.7,0.71,0.28,0.65,5,0,5,0,16,14,3,6,1,12,94,8,23,28,219,32 ,LOU Rugby,2025-10-04 21:00:00,2025-2026,Union Bordeaux-Bègles,Local,Ganador,Stade Chaban-Delmas,Bordeaux,Gironde,13.5,0.0,3.0,78.0,ST SULPICE DE POMMIERS
LOU Rugby,2,0.4,0.3,0.29,0.72,0.35,7,0,6,1,15,10,1,4,2,10,193,21,34,25,120, 20,Union Bordeaux-Bègles,2025-10-04 21:00:00,2025-2026,Union Bordeaux-Bègles,Visitante,Perdedor,Stade Chaban-Delmas,Bordeaux,Gironde,13.5,0.0,3.0,78.0,ST SULPICE DE POMMIERS
Aviron Bayonnais,5,0.47,0.56,0.64,0.43,0.56,5,1,3,1,12,9,3,7,3,11,114,5,15,29,124,40 ,Stade Toulousain,2025-10-05 21:05:00,2025-2026,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,8.0,0.0,0.0,100.0,GER
Stade Toulousain,3,0.53,0.44,0.36,0.57,0.44,5,2,3,0,14,7,2,6,3,7,135,9,20,30,122, 26,Aviron Bayonnais,2025-10-05 21:05:00,2025-2026,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,8.0,0.0,0.0,100.0,GER
Section Paloise,6,0.6,0.5,0.4,0.51,0.49,14,3,8,3,16,14,1,4,3,10,89,5,6,25,125,47 ,Aviron Bayonnais,2025-10-11 14:30:00,2025-2026,Section Paloise,Local,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,22.0,0.0,1.6,55.0,GER
Aviron Bayonnais,3,0.4,0.5,0.6,0.49,0.51,3,0,3,0,17,13,1,9,1,15,140,3,28,21,106, 24,Section Paloise,2025-10-11 14:30:00,2025-2026,Section Paloise,Visitante,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,22.0,0.0,1.6,55.0,GER
USA Perpignan,2,0.51,0.49,0.4,0.51,0.49,14,2,9,3,8,5,2,6,3,10,141,8,33,24,150, 19,LOU Rugby,2025-10-11 16:35:00,2025-2026,LOU Rugby,Visitante,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,11.8,0.0,2.1,89.0,BRINDAS
Montpellier Hérault Rugby,3,0.55,0.48,0.46,0.52,0.48,5,1,3,1,15,13,2,3,2,9,150,1,19,23,142, 25,Racing 92,2025-10-11 16:35:00,2025-2026,Racing 92,Visitante,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,15.7,0.0,3.9,77.0,LONGCHAMP (Proxy via Stade Français)
Racing 92,4,0.45,0.52,0.54,0.48,0.52,5,0,4,1,7,5,1,6,2,11,157,12,13,26,112,32 ,Montpellier Hérault Rugby,2025-10-11 16:35:00,2025-2026,Racing 92,Local,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,15.7,0.0,3.9,77.0,LONGCHAMP (Proxy via Stade Français)
LOU Rugby,5,0.49,0.51,0.6,0.49,0.51,5,1,3,1,11,9,2,10,2,8,163,15,15,26,151,44 ,USA Perpignan,2025-10-11 16:35:00,2025-2026,LOU Rugby,Local,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,11.8,0.0,2.1,89.0,BRINDAS
Stade Français Paris,2,0.51,0.53,0.35,0.47,0.52,8,2,4,2,14,12,2,9,4,14,96,7,11,23,104,26 ,Stade Rochelais,2025-10-11 16:35:00,2025-2026,Stade Français Paris,Local,Ganador,Stade Jean-Bouin,Paris,Paris,15.7,0.0,3.9,77.0,LONGCHAMP
Castres Olympique,4,0.62,0.58,0.43,0.43,0.53,15,2,11,2,10,9,3,4,2,12,74,7,12,20,152, 32,US Montauban,2025-10-11 16:35:00,2025-2026,US Montauban,Visitante,Ganador,Stade Sapiac,Montauban,Tarn-et-Garonne,23.3,0.0,0.0,55.0,CASTELSARRASIN
Stade Rochelais,2,0.49,0.47,0.65,0.53,0.48,7,2,5,0,12,9,1,5,4,13,107,11,12,30,95, 24,Stade Français Paris,2025-10-11 16:35:00,2025-2026,Stade Français Paris,Visitante,Perdedor,Stade Jean-Bouin,Paris,Paris,15.7,0.0,3.9,77.0,LONGCHAMP
US Montauban,4,0.38,0.42,0.57,0.57,0.47,4,0,4,0,12,8,0,11,0,11,125,9,18,10,55,28 ,Castres Olympique,2025-10-11 16:35:00,2025-2026,US Montauban,Local,Perdedor,Stade Sapiac,Montauban,Tarn-et-Garonne,23.3,0.0,0.0,55.0,CASTELSARRASIN
ASM Clermont,3,0.47,0.58,0.56,0.43,0.59,9,0,5,4,14,11,5,11,2,11,108,9,17,22,118,27 ,RC Toulon,2025-10-11 21:00:00,2025-2026,ASM Clermont,Local,Ganador,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,11.6,0.0,1.4,71.0,SUPERBESSE
RC Toulon,1,0.53,0.42,0.44,0.57,0.41,12,1,10,1,13,7,2,7,1,15,124,11,22,25,138, 10,ASM Clermont,2025-10-11 21:00:00,2025-2026,ASM Clermont,Visitante,Perdedor,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,11.6,0.0,1.4,71.0,SUPERBESSE
Stade Toulousain,8,0.47,0.55,0.56,0.43,0.55,8,0,7,1,14,12,0,7,0,9,150,10,19,18,177,56 ,Union Bordeaux-Bègles,2025-10-12 21:05:00,2025-2026,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,13.7,0.0,1.1,75.0,MURET-LHERM
Union Bordeaux-Bègles,2,0.53,0.45,0.44,0.57,0.45,6,1,4,1,13,9,0,8,1,12,111,4,22,12,171, 13,Stade Toulousain,2025-10-12 21:05:00,2025-2026,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,13.7,0.0,1.1,75.0,MURET-LHERM
Aviron Bayonnais,6,0.55,0.52,0.47,0.48,0.51,9,1,7,1,15,14,0,5,2,12,80,19,8,25,119,44 ,ASM Clermont,2025-10-18 14:30:00,2025-2026,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,23.1,0.0,1.7,40.0,GER
ASM Clermont,2,0.45,0.48,0.53,0.52,0.49,8,2,4,2,19,16,0,6,1,12,126,15,30,20,76, 17,Aviron Bayonnais,2025-10-18 14:30:00,2025-2026,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,23.1,0.0,1.7,40.0,GER
Montpellier Hérault Rugby,5,0.44,0.49,0.55,0.5,0.5,6,1,3,2,13,11,1,7,2,11,149,10,14,24,119,35 ,LOU Rugby,2025-10-18 16:35:00,2025-2026,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,17.6,0.0,1.6,67.0,PEZENAS-TOURBES
Union Bordeaux-Bègles,3,0.44,0.53,0.47,0.47,0.53,8,2,5,1,11,10,6,9,2,12,132,5,23,38,140, 27,USA Perpignan,2025-10-18 16:35:00,2025-2026,USA Perpignan,Visitante,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,13.0,0.0,0.0,98.0,SERRALONGUE
Stade Français Paris,3,0.39,0.51,0.51,0.46,0.53,10,1,6,3,17,11,0,6,1,6,156,5,19,16,76, 24,Castres Olympique,2025-10-18 16:35:00,2025-2026,Castres Olympique,Visitante,Perdedor,Stade Pierre-Fabre,Castres,Tarn,15.8,0.0,3.1,58.0,MONTREDON-LABESSONNIE
Castres Olympique,4,0.61,0.49,0.49,0.54,0.47,10,0,9,1,11,8,3,5,1,11,87,5,26,26,142,29 ,Stade Français Paris,2025-10-18 16:35:00,2025-2026,Castres Olympique,Local,Ganador,Stade Pierre-Fabre,Castres,Tarn,15.8,0.0,3.1,58.0,MONTREDON-LABESSONNIE
LOU Rugby,2,0.56,0.51,0.45,0.5,0.5,9,4,4,1,11,9,0,2,1,10,110,6,10,17,123, 13,Montpellier Hérault Rugby,2025-10-18 16:35:00,2025-2026,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,17.6,0.0,1.6,67.0,PEZENAS-TOURBES
US Montauban,3,0.5,0.46,0.45,0.55,0.46,8,0,7,1,17,12,0,6,0,9,86,1,33,20,105, 19,Stade Rochelais,2025-10-18 16:35:00,2025-2026,Stade Rochelais,Visitante,Perdedor,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,17.7,0.0,1.0,61.0,NUAILLE SUR BOUTONNE
USA Perpignan,2,0.56,0.47,0.53,0.53,0.47,11,2,7,2,19,9,1,5,0,8,59,7,19,23,166,12 ,Union Bordeaux-Bègles,2025-10-18 16:35:00,2025-2026,USA Perpignan,Local,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,13.0,0.0,0.0,98.0,SERRALONGUE
Stade Rochelais,8,0.5,0.54,0.55,0.45,0.54,7,2,4,1,12,11,2,5,0,15,106,11,13,21,152,54 ,US Montauban,2025-10-18 16:35:00,2025-2026,Stade Rochelais,Local,Ganador,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,17.7,0.0,1.0,61.0,NUAILLE SUR BOUTONNE
Section Paloise,3,0.48,0.53,0.59,0.46,0.53,6,0,5,1,14,15,1,2,3,10,135,11,20,31,107,30 ,Stade Toulousain,2025-10-18 21:00:00,2025-2026,Section Paloise,Local,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,10.4,0.0,1.7,85.0,GER
Stade Toulousain,2,0.52,0.47,0.41,0.54,0.47,4,0,3,1,13,10,0,2,4,9,115,5,22,30,117, 26,Section Paloise,2025-10-18 21:00:00,2025-2026,Section Paloise,Visitante,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,10.4,0.0,1.7,85.0,GER
RC Toulon,6,0.52,0.51,0.49,0.49,0.5,9,0,9,0,18,14,2,3,1,6,147,3,18,22,169,45 ,Racing 92,2025-10-19 21:05:00,2025-2026,RC Toulon,Local,Ganador,Stade Mayol,Toulon,Var,15.6,0.0,3.1,91.0,LE CASTELLET-AERO
Racing 92,3,0.48,0.49,0.51,0.51,0.5,5,2,3,0,15,12,2,6,0,10,132,14,19,23,117, 21,RC Toulon,2025-10-19 21:05:00,2025-2026,RC Toulon,Visitante,Perdedor,Stade Mayol,Toulon,Var,15.6,0.0,3.1,91.0,LE CASTELLET-AERO
LOU Rugby,3,0.43,0.39,0.31,0.63,0.43,9,4,3,2,12,9,0,6,0,12,138,19,20,18,79,19 ,Stade Rochelais,2025-10-25 14:30:00,2025-2026,LOU Rugby,Local,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,13.7,0.0,1.9,83.0,BRINDAS
Stade Rochelais,5,0.57,0.61,0.69,0.37,0.57,9,2,5,2,14,12,1,9,1,7,120,8,17,28,152, 36,LOU Rugby,2025-10-25 14:30:00,2025-2026,LOU Rugby,Visitante,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,13.7,0.0,1.9,83.0,BRINDAS
USA Perpignan,1,0.48,0.47,0.57,0.53,0.48,7,2,4,1,13,10,0,10,5,15,92,6,15,18,86, 22,US Montauban,2025-10-25 16:35:00,2025-2026,US Montauban,Visitante,Perdedor,Stade Sapiac,Montauban,Tarn-et-Garonne,14.1,0.0,4.1,92.0,CASTELSARRASIN
US Montauban,2,0.52,0.53,0.43,0.47,0.52,13,4,6,3,12,9,0,5,5,15,94,1,13,22,102,29 ,USA Perpignan,2025-10-25 16:35:00,2025-2026,US Montauban,Local,Ganador,Stade Sapiac,Montauban,Tarn-et-Garonne,14.1,0.0,4.1,92.0,CASTELSARRASIN
